Botrytis cinerea;;Botrytis cinerea;;1132/212;
Botulinum;a bacillus that causes an often fatal form of food poisoning;Botulinum;a Bacillus sem veldur oft banvæn formi matareitrun;518/533/639/172/1372/691/683;
Brachial neuralgia;;Brachial taugahvot;;0.5/3.9/2720;
Branhamella (Moraxella) catarrhalis;;Branhamella (Maraxella) catarrhalis;;2013/579/581/687/770/772/775/778/2013;
Breast/fibroid cysts;;Brjóst / fibroid blöðrur;;880/1550/802/787/776/727.5/660/690/666/267/1384;
Breast Inflammation - Mastitis;;Brjóst Bólga - júgurbólgu;;654/698;
Breathing/deep;;Öndun / djúpt;;1234/3672/7344;
Bronchiectasis (chronic dilatation of the bronchi);;Berkjubólga (langvarandi útvíkkun berkjum);;342/510/778;
Bronchitis;;Berkjubólga;;880/727.5/9.39/9.35/1234/3672/7344/743/20/72/333/452/464/683;
Brown recluse;;Brúnn einsetukona ??;;724;
Brucella abortus;undulent fever or Bangs bacillus/found in cattle;Brucella abortus;undulent hiti eða Bangs Bacillus / fundust í nautgripum;1423;
Brucella melitensis;form of Brucella found in goats and sheep;Brucella melitensis;form Brucella fundust í geitum og sauðfé;748/643/695;
Bruises;;Marblettir;;9.1/110/10000;
Bubonic plague secondary infections;;Bubonic plága efri sýkingar;;880/787/727.5/20;
Bunion pain;;Bunion verkir;;20;
Burns;;Bruni;;190/10000/880/787/727.5/465/200;
Bursitis;May be caused by any number of organisms and viruses experiment with arthritis frequencies as well.;Belgbólga;Getur stafað af hvaða fjölda lífvera og veira tilraunir með iktsýki tíðni eins og heilbrigður.;880/787/727.5;
Caelicia;;Caelicia;;674;
Calming;;Róandi;;2.5/10/7.83/80/304/6000;
Campylobacter;bacteria causing sudden infectious diarrhea in newborns;Campylobacter;bakteríur sem valda skyndilegri smitandi niðurgang í nýburum;732/733/1633/1834/2222/333/378;
Cancer program Day #1;;Krabbamein program Dagur # 1;;2093/2101/2109/2117/2125/2133/2141/2149/2157/2165/2173/2181/2189/2197/2205;
Cancer program Day #2;;Krabbamein program Dagur # 2;;2096/2104/2112/2120/2128/2136/2144/2152/2160/2168/2176/2184/2192/2200/2208;
Cancer program Day #3;;Krabbamein program Dagur # 3;;2099/2107/2115/2123/2131/2139/2147/2155/2163/2171/2179/2187/2195/2203/2211;
Cancer BX Virus;;Krabbamein Veira BX;Tíðni sem Royal Rife notaði;2128/3713;
Cancer BX Virus #1 (Royal Rife);;Krabbamein Veira BX # 1 (Royal Rife);;2127/2127.1/2127.2/2127.3/2127.4/2127.5/2127.6/2127.7/2127.8/2127.9/2128;
Cancer BX Virus #2 (Royal Rife);;Krabbamein Veira BX # 2 (Royal Rife);;2127.5/1049.5/1199.5/10025/10026/10027/2876/3713;
Cancer (BASIC SET);Also see rotation of General sets 1/2/and 3 as Basic sets. All others below are SECONDARY but may provide useful additional frequencies depending on type. Also add ones determined from scans. See Electroherbalism Cancer Regimen for more information.);Krabbamein (BASIC SET);Sjá einnig snúningur á General tíðnir 1/2 / og 3 sem Basic tíðnir. Allir aðrir neðan eru SECONDARY en getur veitt gagnlega fleiri tíðnir eftir því tegund. Einnig bæta sjálfur ákvarðað af skannar. Sjá Electroherbalism Cancer meðferð fyrir frekari upplýsingar.);2128/2008/2184/2084/2048/2720/2452/6064/120/524/854/800/728/784/880/666/464/5000/3176/10000/3040;
Cancer experimental 1;additional frequencies to basic sets;krabbamein tilraunatíðni viðbót 1;viðbótar tíðni til grunntíðnirnar;55.56/6.8/440/778/1050/1550/2180/663/3672;
Cancer Experimental 2;;krabbamein tilraunatíðni viðbót 2;;2008/2127.5/2180/2182/2184/10025/10026/10027/10022/10023/10024/10025/10026/10027/10028/10029;
Cancer Experimental 3;;krabbamein tilraunatíðni viðbót 3;;6.8/55.56/440/663/778/1050/2180/3672;
Cancer Experimental 4;Run for 4 minutes each;Krabbamein tilraunatíðni viðbót 4;Keyra 4 mínútur hverja tíðni;644/901/1352/2098;
Cancer pain;;Verkur Krabbamein;;95/660/690/727.5/2008/2127.5/2720/3000/10000;
Cancer Maintenance (prevent recurrence);(Run daily for 3 months after recovery);Krabbamein Viðhald (Hindra endurkoma);Keyra daglega í 3 mánuði eftir bata;2/25/120/428/465/600/625/650/660/690/727.5/776/784/800/802/1550/832/880/1489/1600/1865/2000/2012/2100/2170/2490/2730;
Cancer Bladder;;Krabbamein þvagblöðru;;329/635/847/867/9889;
Cancer Bone;;Krabbamein bein;;2008/2125/2128/2131/2140/2145/3524/3672/3713/6130/6601/6672;
Cancer Brain Tumor (Astrocytoma);;Krabbamein heilaæxli (stjarnfrumukrabbameini);;7.69/7.7/9.19/9.2/8.25/20/463/466/543/590/641/664/660/690/727.5/720/800/832/853/855/857/880/2008/2127.5/2170/2180/2182;
Cancer Carcinoma;;krabbamein þekjuvefur (Epithelial cells);;10025/10026/10027/55/127/304/462/590/644/660/690/727.5/787/852/856/880/901/1352/1582/1820/2008/2098/2104/2112/2120/2127.5/2120/2121/2122/2123/2124/2125/2126/2127/2128/2129/2130/2136/2144/2152/2160/2168/2176/2184/2192/220/2217/5000/9999;
Cancer cells/conidium head;;Krabbameinsfrumur / conidium höfuð;;728;
Cancer maintenance secondary;;Krabbamein Viðhald annars stigs (Hindrun endurkomu);;120/250/428/465/600/626/650/661/664/667/690/728/776/784/800/802/832/880/1489/1550/1600/1865/2000/2012/2100/2170/2490/2730;
Cancer auxiliary;;krabbamein - viðauki;;2180/2182/2184;
Cancer - adenocarcinoma - esophageal;;Krabbamein - kirtilkrabbamein - vélinda;;47/2182/2219/832/2084/2127/2160/2452/2876;
Cancer - adenoma;;Krabbamein - kirtilæxli;;433/443;
Cancer - astrocytoma;common tumor of brain and central nervous system;Krabbamein - Heili - Miðtaugakerfi;algengar æxli heila og miðtaugakerfi;857/9.19/8.25/7.69/2170/543/641/2127/880/690/666;
Cancer - breast (1);;Krabbamein - brjóstum (1);;2100/2104/2116/2120/866/2128/676/2152/166/2182/732/3072/2150/1550/2189/2112/3072/2008/120;
Cancer - breast (1) secondary;;Krabbamein - brjóstum (1) annars stigs;;422/942/4412/1862/808/1552/728/2720/1234/690/2160/2136/477/28/317/96/3176/96/3176/3040/2145/2048/1830/2112;
Cancer - breast (2);;Krabbamein - brjóstum (2);;3672/2008/2063/2103/2128/2146/2133/2162/2173/2180/2189/2208/2263/2289/2333/1865/444/125/95/72/48;
Cancer - breast (3);;Krabbamein - brjóstum (3);;656/127/1582/478/982/2134/2120/9000/9999/304;
Cancer - breast (4);;Krabbamein - brjóstum (4);;2128/33/1131;
Cancer - BX virus;See Royal Ramond Rife basic canser frequencies;Krabbamein - BX veira;Sjá Royal Ramond Rife grunntíðnir krabbameins;2128/3713/2876/11780;
Cancer - BY virus;See Royal Ramond Rife basic canser frequencies;Krabbamein - BY veira;Sjá Royal Ramond Rife grunntíðnir krabbameins;2008/3524;
Cancer - carcinoma - basal cell skin;;Krabbamein - Þekjuvefur - grunnfrumukrabbamein í húð;;2116/760/2280;
Cancer - carcinoma - bronchial;;Krabbamein - Þekjuvefur - berkjum;;462/776/852/1582/2104/2144/2184/3672;
Cancer - carcinoma - colon;;Krabbamein - Þekjuvefur - ristill;;656;
Cancer - carcinoma - larynx;;Krabbamein - Þekjuvefur - barkakýli;;327/524/731/1133;
Cancer - carcinoma - liver (1);;Krabbamein - Þekjuvefur - lifur (1);;393/479/520/734/3130;
Cancer - carcinoma - liver - fermentative;;Krabbamein - Þekjuvefur - lifur - ógerjandi;;214;
Cancer - carcinoma - scan;;Krabbamein - Þekjuvefur - grannskoða;;728/690/2008/2104/2112/2120/2128/2136/2144/2152/2160/2168/2176/2184/2192/2200/2217/5000/9999/304;
Cancer - carcinoma - uterine - fermentative;;Krabbamein - Þekjuvefur - Þvagleiðarar - ógerjandi;;127;
Cancer - dro glioma;see also Cancer/glioma/astrocytoma;Krabbamein - glioma Dro;sjá einnig Krabbamein / tróðæxli / stjarnfrumukrabbameini;853;
Cancer - fibrous tumor secondary;;Krabbamein - trefja æxli annars stigs;;1340;
Cancer - gastric - adenocarcinoma;;Krabbamein - maga - kirtilmyndandi;;676;
Cancer - general - set 1;;Krabbamein - Almennt - seta 1;;728/784/880/464/666/2720/800/120/2084/2184/2050/524/2452/854/2008/2128/5000/3176/9999/304;
Cancer - general - set 2;;Krabbamein - Almennt - seta 2;;727.5/786/880/465/1552/802/1862/2182/20/64/72/96/125/2450/2489/2048/2008/2127/3176/3040/10000/3176/304;
Cancer - general - set 3;;Krabbamein - Almennt - seta 3;;728/943/414/866/886/732/676/690/776/240/650/442/2180/2454/1865/523/128/2128/2008/2049/10000/3176/304;
Cancer - glioblastoma;According to WHO - glioblastoma, is the most common and most aggressive malignant primary brain tumor in humans;Krabbamein - Heilaæxli;Samkvæmt WHO er (glioblastoma) algengasta og atkvæðamesta illkynja heilaæxlisformið sem til er;720/2008/2128/2180/2182/728/832/800/664/20/855/543/641/857;
Cancer - glioblastoma tremor;;Krabbamein - Heilaæxli skjálfti;;463/466;
Cancer - gliomas;largest group of brain cancers;Krabbamein - Heilaæxli;Stærsti hópur krabbamein í heila;543/641/857;
Cancer - Hodgkins disease;a form of malignancy characterized by enlargement of the lymph nodes/spleen/and lymph tissue and often includes weight loss - fever/night sweats/and anemia. Also called lymphogranuloma. Also see Chlamydia pneumoniae.;Krabbamein - Hodgkins sjúkdómur;mynd af illkynja sjúkdóma einkennist af stækkun eitlar / milta / og eitlum og oft nær þyngd tap - hiti / nætursviti / eða blóðleysi. Einnig kallað lymphogranuloma. Einnig sjá Chlamydia pneumoniae.;552/1522;
Cancer - Kaposi''s sarcoma;;Krabbamein - Kaposi''s;;249/418/647;
Cancer - leukemia;;Krabbamein - Hvítblæði;;2127/2008/880/787/727.5/690/666/2217;
Cancer - leukemia hairy cell;typified by abnormal blood cells & shortage of others;Krabbamein - hárfrumuhvitblæði;auðkennt með óeðlilegum blóðkornum og skortur á öðrum;122/622/932/5122/488/781;
Cancer - leukemia myeloid;characterized by rapid growth of incompletely-formed white blood cells;Krabbamein - kyrningahvítblæði;einkennist af örum vexti ófullkominna hvítra blóðkorna;422/822;
Cancer - leukemia - feline (cat);;Krabbamein - hvítblæði - katta (köttur);;424/830/901/918;
Cancer - leukemia - lymphatic;;Krabbamein - hvítblæði - eitlar;;478/833;
Cancer - leukemia - T-cell;;Krabbamein - hvítblæði - T-frumu;;222/262/822/3042/3734;
Cancer - lymphosarcoma;;Krabbamein - Etilfrumu;;482;
Cancer - melanoma metastasis;;Krabbamein - sortuæxli meinvarp;;979;
Cancer - mycosis fungoides;a form of skin cancer resembling eczema;Krabbamein - sveppasýkingu í munni fungoides;mynd af húðkrabbameini sem líkist exem;852;
Cancer - pain;;Krabbamein - verkir;;3000/95/2127/2008/727.5/690/666;
Cancer - plasmacytoma;plasma-cell tumor;Krabbamein - plasmacytoma;plasma-klefi æxlum;475;
Cancer - prostate;also see Prostate adenominum and Prostate hyperplasia;Krabbamein - blöðruhálskirtli;einnig sjá adenominum prostate blöðruhálskirtils;20/60/72/95/125/666/727.5/787/790/766/800/920/1998/1875/442/2008/2127/2128/2217/2720/2050/2250/5000/2130/2120/690/304;
Cancer - prostate (1);;Krabbamein - blöðruhálskirtli (1);;2128/2125/2131/2140/2145/666/367;
Cancer - prostate (Vega result 1);;Krabbamein - blöðruhálskirtli (afleiðing Vega 1);;854/1840/2145/2288;
Cancer - rhabdomyosarcoma (1);;Krabbamein - gliobiastoma (1);;2000/2005/2008/2016/2048/2084/2093/6024/2100/2128/2127/2184/2217/6384/728/784/880/464;
Cancer - rhabdomyosarcoma - embryonal (Vega result 1);;Krabbamein - gliobiastoma - fósturvísis (Vega 1 útkoma);;2586/5476/4445;
Cancer - rhabdomyosarcoma - embryonal;;Krabbamein - gliobiastoma - fósturvísis;;2004/2008/2016/2032/2040/2060/2586/6024;
Cancer - sarcoma general;;Krabbamein - Almennar sarkmein;;2008/3524;
Cancer - tertiary;;Krabbamein - háskólastigi;;20/421/965/50/383;
Cancrum oris;rapidly growing oral or nasal ulcer;Cancrum Oris;ört vaxandi inntöku eða nefi sár;20/727.5/787/802/880;
Candida;use Parasite general/roundworm/and ascaris if these don'’t work long term;Kandída;Nota almenna sníkjudýratíðni, hringormatíðni og iðraþráðormatíðni ef árangur lætur á sér standa.;1169.25/2281.24/2546.86/2546.91/2685.51/2858.77/2933.16/2933.25/3378.55/412/464;
Candida carcinomas;;Kandída - krabbamein;;2167/2182/465;
Candida II;also use other parasite sets - especially roundworm freqs - if necessary;Kandída annars stigs;einnig nota aðrar sníkill tíðnir - sérstaklega hringormatíðnir - ef þörf krefur;72/422/582/727.5/787/802/1550/1016/1134/1153/2127.5/2222/412/543;
Candida III;;Kandída Þriðja stigs;;20/60/100/95/125/152/225/240/427/442/600/625/650/688/751/880/1146/8146/19217.81/956.8;
Candida tertiary (some causal factors);;Candida háskólastigi (sumir orsakaþætti);;880/95/125/20/60/225/427/240/650/688/152/442/8146/751/1146;
Candida tropicalis;;Kandída hitabeltis;;1403/675/709;
Canine parvovirus;;Hundur Parvó-veira;;185/188/323/428/433/562/613/622/1000/4027;
Canine parvovirus/mutant strain;;Hundur Parvóveiru - stökkbreyttur stofn;;323/514;
Canine parvovirus/type B;;Hundur Parvóveiru - tegund B;;323/535/613/755/761/764/766/768;
Carbo animalis;homeopathic remedy from animal-bone charcoal;Hómópatía, kolun dýrabeina;hómópatísk meðferð með notkun brendra-kolaðra dýrabeina. Rósroði, unglingabólur, bólur.;444;
Cardiac Edema;;cardiac Bjúgur;;9,19;
Carpal Tunnel Syndrome;;Sinaskeiðabólga;;20.5/148/6.3/15/146/444/1865/465/522/600/625/650/660/690/727.5/685/700/760/776/787/802/1550/832/880/1000/1500/2008/10000;
Carpal tunnel secondary;;Sinaskeiðabólga annars stigs;;2008/666;
Curvularia spiratera;;Curvularia spiratera;;879;
Cat virus (1);;Katta veira (1);;364/379/645/654/786/840/841/842/843/844/845/846/847/848/849/857/967/6878;
Cataract;also use eye formula antioxidant supplement for all macular degeneration;Ský á augastein (drer);einnig nota augn uppskriftir andoxunarefni viðbót fyrir alla macular hrörnun;1830/728/784/787/880/10000;
Cataract/brunescent;brown opacity in later life;Ský á augastein (drer) brúnn blettur í hvítu;brúnt ógagnsæi síðar á ævinni;2010/1335/1830;
Cataract/complicated;secondary type caused by disease/degeneration/or surgery;Ský á augastein (drer) flókið;síðari af völdum sjúkdóms, hrörnunar, eða skurðaðgerðar;1830/496/325/774;
Catarrh;excessive discharge or buildup of mucus in the nose or throat, associated with inflammation of the mucous membrane;Bólga í slímhúð;óhófleg losun eða samasöfnun á slími í nefi eða hálsi, í tengslum við bólgu í slímhúð;1550/802/800/880/787/727.5/444/20;
Causticum;;Causticum;;540/1013;
Cells of Leydig;;Frumur af Leydig;;2500;
Cephalosporium;fungi that are the source of some broad-spectrum antibiotics;Cephalosporium;sveppir sem eru uppspretta sumra breiðvirkt sýklalyf;481/3966/544;
Cephalothecium;;Cephalothecium;;371/574/6933;
Cerebral palsy;;Heilalömun;;880/787/727.5/522/146/660/690/727.5/1000;
Cerebrospinal troubles;;Heila- vandamál;;10000;
Cerumen (ear wax);;Cerumen (eyra vax);;311/320/750/984/720;
Cervical Inflammation;;Legháls bólga;;20/60/72/95/125/660/690/727.5/740/787/790/880/5000;
Cervical polyp;;Leghálsi polyp;;277/288/867/687/744;
Cervicitis/womb neck inflammations;;Leghálsbólgu / móðurlífi háls bólga;;20/727.5/787/880;
Cervix adenoma;epithelial tumor of the cervix;Legháls kirtilæxli;þekjuvefs æxli í leghálsi;433/443;
Chaetomium Globosum;;Chaetomium globosum;;221/867/102;
Chakra base root;;Rótarstöð - Chakra;;20/4;
Chelidonium;;Chelidonium;;162;
Chemical sensitivity;see also Liver support;Efna næmi;sjá einnig Lifur stuðningur;727,5;
Chemtrail detox;;Chemtrail sprengja;;664/7344/2842/1147/686.6/684.1/1113/779.9/829.3/679.2/865/969.9/1067/783.6/800.4/1045/1062/673.9/690.7;
Chest infection secondary;;Öndunarfærasýking annars stigs;;72/333/452/683;
Chlamydia trachomatis;a usually sexually-transmitted bacterial infection causing trachoma/inclusion conjunctivitis/lymphogranuloma venereum - urethritis/and proctitis.;Klamydía trachomatis;a yfirleitt kynferðislega-sendar bakteríusýking veldur trachoma / nám án aðgreiningar tárubólga / lymphogranuloma venereum - þvagrasaibólga / og endaþarmsfjarbólga.;430/620/624/840/2213/866/555.7/1111.4/2222.8/18968.87;
Chlamydia pneumoniae (exp);run individual frequencies for 5 minutes;Klamydía pneumoniae I;keyra einstaka tíðni í 5 mínútur;470/471/472/471.5/942.9/1885.9/3771.7/7543.4/4710.5/479/620/940.1/1880.1/3760.3/7520.5;
Chlamydia pneumoniae (exp - secondary);run individual frequencies for 5 minutes;Klamydía pneumoniae annars stigs;keyra einstaka tíðni í 5 mínútur;470/940.1/1880.1/3760.3/7520.5/471/942/1886/3772/7543;
Cholecystitis/acute (excruciating gallstone attack);;Gallblöðrubólgu / bráð (Mjög sársaukafullt gallsteinakast);;481/743/865/928;
Cholecystitis/chronic;long-term inflammation of the gallbladder;Gallblöðrubólga langvarandi;langtíma bólga í gallblöðru;432/1551/801;
Cholera;an extremely contagious and serious bacterial infection of the small intestines;Kólera;afar smitandi og alvarleg bakteríusýking í mjógiminu;330/843/844/556/1035/968/591/691;
Cholera secondary;;Kólera annars stigs;;880/802/450/880/787/727.5;
Cholesteatoma;benign tumor usually found in middle ear & mastoid region;Hyrnihnútur;góðkynja æxli yfirleitt að finna í miðeyra og stikilholrýma svæðinu;453/618/793/5058;
Cholesterinum;;Blóðfita Cholesterinum - Hómópatía;;1386/173/620/635/780;
Chronic fatigue syndrome;use with General parasite/roundworm/and fluke sets if necessary. Also see EBV and Fatigue general sets. If no response to these/try Cancer leukemia hairy cell set;Chronic fatigue syndrome;nota með General sníkjudýr / roundworm / og ögðu tíðnir ef þörf krefur. Sjá einnig kvilla vegna EBV og þreyta almennar tíðnir. Ef ekkert svar við þessum / reyna Krabbamein hvítblæði loðinn klefi sett;10000/660/2127/787/465/424/664/120/880/1550;
Cimicifuga;plant family including black snakeroot and black cohosh;Cimicifuga;planta fjölskyldu þ.mt svartur snakeroot og svart cohosh;334/594;
Circulation disturbances;;Flæðistruflanir - hringrásartruflanir;;40/9.39;
Circulatory stasis;stimulates blood circulation. See also Circulation disturbances;Blóðrásarkerfisstöðnun;Örvar blóðrásina. Sjá einnig blóðrásar truflanir;40/2112/2145/2720/2489;
Cirrhosis/biliary;an inflammatory condition in which bile flow through the liver is obstructed;Skorpulifur - gall;bólguástands þar sem gallsýru flæði í gegnum lifur er hindra;381/514/677/2271;
Cirrhosis hepatitis;;Lifrarbólga Skorpulifur;;291;
Cladosporium fulvum;a pathogenic fungus;Mygla fulvum;a sjúkdómsvaldandi sveppur;438/233/776/510;
Clostridium difficile;can cause diarrhea following treatment with antibiotics;Clostridium difficile;getur valdið niðurgangi í kjölfar meðferðar með sýklalyfjum;387/635/673;
CMV;cytomegalovirus known as salivary gland virus or human herpes type 5;CMV;CMV þekkt sem munnvatnskirtlum vírus eða herpes tegund mannlegrar 5;126/597/629/682/1045/2145/8848/8856;
Coelicia;;Coelicia;;154/594/656/586/668/787/7958/665/674;
Cold in head/chest;Mutates constantly too many strains to include complete list of frequencies. See also Adenovirus/Rhinitis/Sinusitis - Pneumonia/Chest infection/and Rhinopneumonitis sets. Use lots of echinacea at onset to prevent cell damage that prolongs healing/even if correct freqs are found.;Kvef í höfði og brjósti;Stökkbreytist stöðugt of margir stofnar að fela lista tíðna. Sjá einnig Eitlaveira / nefkvef / skútabólgu - Lungnabólga / öndunarfærasýkingu / og Rhinopneumonitis tíðnir. Nota fullt af Sólhatti á upphafi til að koma í veg frumuskaða sem lengir batatímann, jafnvel þótt rétt tíðni finnist.;10000/7344/333/4412/1550/880/802/787/776/766/727.5/444/20;
Cold and Flu;;Kvef og flensa;;250/465/8210/8700/7760;
Cold (1);;Kvef (1);;5500/4400/802/787/727.5/720/552/440/400/125/72/800/880;
Cold (2);;Kvef (2);;652/725/746/751/768/1110/333/666/542/522;
Cold (3);;Kvef (3);;20/120/146/440/444/465/727.5/776/787/880/1500/1550/5000/1000;
Cold (and flu) (4);;Kvef og flensa (4);;3176/2489/880/800/728;
Colic;;Magakrampi;;1550/832/802/787/727.5/20;
Colitis - inflammation;inflammation of colon;Ristilbólga - bólga;bólga í ristli;20/105/660/690/727.5/787/791/10000/880/832/802/1550/440;
Colletotrichum;;Colletotrichum;;1482;
Colloidal Silver;;Colloidal silfur;;15903;
Colon problems - general;;Ristill vandamál - almennt;;20/440/880/1552/802/832;
Comedones (blackhead);;Comedones (Blackhead);;778;
Condylomata;usually venereal warts/caused by papilloma virus. Occur near intersection of mucous membranes and skin. See also Papilloma.;Condylomata;yfirleitt venereal vörtur / völdum vörtuveiru. Komið nálægt gatnamótum slímhúð og húð. Sjá einnig Papilloma.;466;
Conjunctivitis;also use Chlamydia trachomatis;Tárubólga;einnig nota Chlamydia trachomatis;489/1550/880/802/787/727.5/20/80/432/722/822/1246/1830;
Constipation;also see Parasites general and roundworm sets if necessary;Hægðatregða;Einnig sjá sníkjudýr almennt og Hringormatíðnir ef þörf krefur;1550/880/802/832/787/776/422/727.5/20;
Contusion (bruise);;Mar;;9.1/110/2720;
Convoforce;;Convoforce;;774;
Convulsions (1);;Krampar (1);;10000/880/787/660/690/727.5;
Convulsions - spasticity;;Krampar - síbeygjukrampar - spastískir;;9.19/9.2/8.25/7.69;
Coraforce;;Coraforce;;774;
Corallinus;;Corallinus;;533;
Corn smut;;Corn SMUT;;546/1642/289;
Costalgia (rib pain);;Costalgia (rif verkir);;10000/880/787/727.5;
Coughing;;Hósti;;522/524/525/146/1500/1550/0.5/514/530/432/440/444/720/1234/3702/20/125/72/95/7.7;
Coxsackie (see also Mumps);;Coxsackie (sjá einnig Hettusótt);;136/144/232/380/422/424/435/921/923/769/1189/595/676;
Coxsackie B1;;Coxsackie B1;;353/384/834/587/723;
Coxsackie B2;;Coxsackie B2;;705/534/867;
Coxsackie B3;;Coxsackie B3;;487/868/653/654;
Coxsackie B4;;Coxsackie B4;;421/353/540/8632;
Coxsackie B5;;Coxsackie B5;;462/1043/1083/569/647/708/774;
Coxsackie B6;;Coxsackie B6;;488/736/814/343/551/657/668/669;
Cramping and nausea;;Vöðvakrampi og ógleði;;72/95/190/880/832/787/727.5/20/4.9;
Cramps;;Magaverkir;;10000/880/787/727.5/26;
Cramps/menstrual;;Magaverkir / tíðir;;26;
Crinis humansis;;Humansis crinis;;646;
Critter 1;;Critter 1;;1033;
Critter 2;;Critter 2;;421/1035/1111;
Crocus sotillus;;Sotillus Crocus;;710;
Crohns disease;also use colitis/colon/and parasite freqs;Crohns sjúkdómur;einnig nota Ristilbólga / ristill / og Parasite freqs;727,5;
Cryptococcus neoformans;yeast which causes respiratory infection than can turn into meningitis. Also known as torulosis.;Cryptococcus neoformans;ger sem veldur sýkingu í öndunarfærum en geta snúa inn heilahimnubólgu. Einnig þekktur sem torulosis.;367/428/444/476/478/522/579/594/785/792/872/2121/5880/5884/597/613/624;
Cryptosporidium;parasitic protozoa sometimes causing diarrhea in humans;Cryptosporidium;Parasitic frumdýr stundum veldur niðurgangi í mönnum;220/482/575/4122/698/711/893/895/1276/5690;
Cunninghamella;;Cunninghamella;;311/323;
Curva spic;;Spic ferill;;435;
Cuts;;Skurður;;20;
Cyclospora;;Cyclospora;;543/316/992/751/268/2144;
Cyst/ovarian;;Blaðra - Eggjastokkum;;982;
Cyst/solitary;;Blaðra / ein;;75/76/543;
Cystic fibrosis;Also called mucoviscidosis/a disorder of the exocrine glands that causes them to release very thick mucus. See also Parasites general and roundworm freqs;Slímseigjusjúkdómur;Einnig kallað mucoviscidosis / röskun á útseytandi kirtill sem veldur þeim að losa mjög þykk slím. Sjá einnig sníkjudýr almenn og roundworm freqs;333/523/768/786/557/478/690/775/776/660/727.5/778/787/802/880/1550;
Cystic Fibrosis Pseudomonas aeruginosa;;Slímseigjusjúkdómur;;174/178/191/405/482/633/731/785/1132/3965/5311/6646/825.42/16579.09;
Cystitis/chronic;long-term inflammation of the urinary bladder and ureters;Blöðrubólga / langvarandi;langtíma bólgu í þvagblöðru og þvagleiðara;246/1550/880/802/787/727.5/465/20;
Cystopyelonephritis;inflammation from bladder to kidney;Cystopyelonephritis;bólga af þvagblöðru til nýrnanna;1385;
Cytomegalovirus;CMV/known as salivary gland virus or human herpes type 5;Cytomegalovirus (CMV);CMV / þekktur sem munnvatnskirtla vírus eða herpes tegund manna 5;126/597/682/1045/2145;
Deafness (partial to complete);;Heyrnarleysi (að hluta til eða að fullu);;10000/1550/880/802/787/727.5/20;
Deer tick (1);;Dádýra mýtill (1);;7989/289/737/738/271/671/773;
Dematium nigrum;soil fungi found in human lesions;Dematium nigrum;jarðveg sveppir fundust í mönnum vefjaskemmdir;243/738;
Dengue Virus;type I - II - III - Dengue fever - Breakbone fever;Dengue Veira;tegund I - II - III - dengue hita - Breakbone hita;148/149/206/211/216/423/846/1194/1195/1196/1692/3383/3389;
Dental;;Tennur;;635/640/1036/1043/1094/685/60/48/465;
Dental foci;Neglecting this can prevent recovery from ANY illness;Rótfylling Sýking - þekkt eða óþekkt;Vanrækja þetta getur komið í veg fyrir bata frá öllum veikindum;3000/95/190/47.5/2720/2489/1800/1600/1550/802/1500/880/832/787/776/727.5/666/650/600/465/5170/646;
Depression General;;Þunglyndi Almennt;;5000/9999/10000;
Depression (due to drugs or toxins);;Þunglyndi (vegna lyfja eða eiturefni);;1.1/73/30.5;
Depression (due to outside circumstances);;Þunglyndi (vegna utanaðkomandi aðstæðna);;35/787;
Depression - anxiety - trembling - weakness;;Þunglyndi - kvíði - skjálfti - máttleysi;;30.5/800;
Detox assist;;Afeitrun - viðauki;;10000/3176;
Detox – general #1;;Afeitrun - Almennar # 1;;20.5/6.3/148/9.19/9.2/146/333/523/768/786/444/1865/428/522/555/660/690/727/787/802/1550/880/3176/10000;
Detox – general #2 (Run for 15 minutes each);;Afeitrun - Almennar # 2 (keyra í 15 mínútur hverja);;528/15;
Detox - general #3;;Afeitrun - almenn # 3;;880/787/6.3/148/2.5/727.5/522/146/444/666/428/555/333/0.67;
Detox - Aluminum (in air pollution);;Afeitrun - Ál (í loftmengun);;1588.45/79.09/3.94;
Detox – Anesthesia;;Afeitrun - vegna svæfingar;;0.5/2.5/6.3/148/146/333/523/768/786/522/555;
Detox – Antiseptic Effect (to produce);;Afeitrun - Sótthreinsandi Áhrif (til að styrkja);;14/444/1865/333/523/768/786/428/450/465/555/590/660/690/727/760/786/787/802/1550/804/880/1360/1770/2000/2720/3176/5000/10000;
Detox - Barium (in air pollution);;Afeitrun - Barium (í loftmengun);;1943.32/96.75/4.82/2172.92/108.18/5.38;
Detox - Body Cleanse;;Afeitrun - Líkamshreinsun;;840.24/12;
Detox – Chemical Overload;;Afeitrun - Efnayfirflæði;;65;
Detox – Chemical Sensitivity (to reduce);;Afeitrun - Efnanæmni (að draga úr);;440/443;
Detox – Chemtrail;;Afeitrun - Þoturákir eitraðar;;344/510/943/563.3/664/673.9/679.2/684.1/686.6/690.7/783.6/779.9/800.4/829.3/865/969.9/1045/1062/1067/1113/1147/2842;
Detox – DNA (to help heal);;Afeitrun - DNA (til að bæta);;5333,7;
Detox - Fluoride;;Afeitrun - Flúor;;3817.55/190.06/9.46;
Detox – Heavy Metal #1 (Run for 5 minutes each);;Afeitrun - Þungmálmar # 1 (keyra í 5 mínútur hverja);;2154/1343/1354/528/1183/945/1121/1211/1425;
Detox – Heavy Metal #2;;Afeitrun - Þungmálmar # 2;;63/146/148/152/250/304/306/440/444/465/522/625/635/676/727.5/751/787/880/1036/1505/3040/3176/10000;
